Gene stable ID,Gene stable ID version,Gene type,Gene name
ENSG00000263796,ENSG00000263796.1,misc_RNA,RN7SL609P
ENSG00000199276,ENSG00000199276.1,rRNA,RNA5SP26
ENSG00000225906,ENSG00000225906.1,pseudogene,AP000949.1
ENSG00000228036,ENSG00000228036.1,pseudogene,HSPD1P9
ENSG00000230972,ENSG00000230972.1,lincRNA,AP001255.2
ENSG00000259896,ENSG00000259896.1,protein_coding,KLHL11
ENSG00000223685,ENSG00000223685.1,lincRNA,LINC00571
ENSG00000219368,ENSG00000219368.3,pseudogene,ZNF299P
ENSG00000236354,ENSG00000236354.1,lincRNA,LINC00437
ENSG00000231058,ENSG00000231058.1,pseudogene,MSANTD2P1
ENSG00000229437,ENSG00000229437.1,lincRNA,LINC00366
ENSG00000223078,ENSG00000223078.1,snRNA,RNU2-55P
ENSG00000234701,ENSG00000234701.1,pseudogene,PRDX3P3
ENSG00000228592,ENSG00000228592.1,lincRNA,AP000459.4
ENSG00000252795,ENSG00000252795.1,snRNA,RNU6-56P
ENSG00000212049,ENSG00000212049.1,miRNA,AL590007.1
ENSG00000270824,ENSG00000270824.1,IG_D_gene,IGHD5OR15-5B
ENSG00000225350,ENSG00000225350.1,antisense,FREM2-AS1
ENSG00000225221,ENSG00000225221.1,pseudogene,PLA2G12AP2
ENSG00000270451,ENSG00000270451.1,IG_D_gene,IGHD4OR15-4B
ENSG00000235550,ENSG00000235550.1,pseudogene,ANKRD26P2
ENSG00000223822,ENSG00000223822.2,pseudogene,EEF1A1P1
ENSG00000271255,ENSG00000271255.1,IG_D_gene,IGHD3OR15-3B
ENSG00000214823,ENSG00000214823.3,pseudogene,NXT1P1
ENSG00000271305,ENSG00000271305.1,IG_D_gene,IGHD2OR15-2B
ENSG00000238408,ENSG00000238408.1,snoRNA,snoU13
ENSG00000216014,ENSG00000216014.1,miRNA,AL512505.1
ENSG00000264171,ENSG00000264171.1,miRNA,MIR4305
ENSG00000237569,ENSG00000237569.1,pseudogene,TUBAP
ENSG00000200526,ENSG00000200526.1,misc_RNA,RNY4P14
ENSG00000224351,ENSG00000224351.2,pseudogene,CDKN2AIPNLP3
ENSG00000138593,ENSG00000138593.4,protein_coding,SECISBP2L
ENSG00000270444,ENSG00000270444.1,pseudogene,AZU1P1
ENSG00000212553,ENSG00000212553.1,snoRNA,SNORD116
ENSG00000270185,ENSG00000270185.1,IG_D_gene,IGHD1OR15-1B
ENSG00000230710,ENSG00000230710.1,lincRNA,LINC00332
ENSG00000271429,ENSG00000271429.1,pseudogene,RPL17P51
ENSG00000207458,ENSG00000207458.1,misc_RNA,RNY3P9
ENSG00000268531,ENSG00000268531.1,protein_coding,DKFZP547L112
ENSG00000230058,ENSG00000230058.1,lincRNA,RP11-172E9.2
ENSG00000252812,ENSG00000252812.1,misc_RNA,RN7SKP2
ENSG00000215483,ENSG00000215483.4,lincRNA,LINC00598
ENSG00000229456,ENSG00000229456.1,pseudogene,RLIMP1
ENSG00000211491,ENSG00000211491.2,miRNA,MIR320D1
ENSG00000207652,ENSG00000207652.1,miRNA,MIR621
ENSG00000168852,ENSG00000168852.8,pseudogene,TPTE2P5
ENSG00000233917,ENSG00000233917.4,protein_coding,POTEB
ENSG00000166157,ENSG00000166157.12,protein_coding,TPTE
ENSG00000260245,ENSG00000260245.1,protein_coding,ACLY
ENSG00000176268,ENSG00000176268.5,pseudogene,CYCSP34
ENSG00000239827,ENSG00000239827.4,pseudogene,SUGT1P3
ENSG00000229473,ENSG00000229473.2,pseudogene,RGS17P1
ENSG00000264226,ENSG00000264226.1,miRNA,MIR3168
ENSG00000199698,ENSG00000199698.1,misc_RNA,Y_RNA
ENSG00000244264,ENSG00000244264.2,misc_RNA,RN7SL597P
ENSG00000227716,ENSG00000227716.1,lincRNA,AP000459.7
ENSG00000215482,ENSG00000215482.3,pseudogene,CALM2P3
ENSG00000231986,ENSG00000231986.1,lincRNA,AP000474.1
ENSG00000238651,ENSG00000238651.1,snoRNA,snoU13
ENSG00000225133,ENSG00000225133.1,pseudogene,MORF4L1P4
ENSG00000235564,ENSG00000235564.1,lincRNA,AP000477.2
ENSG00000231404,ENSG00000231404.2,pseudogene,RAC1P3
ENSG00000226996,ENSG00000226996.1,lincRNA,AP000477.3
ENSG00000264695,ENSG00000264695.1,lincRNA,RP11-178F10.2
ENSG00000223280,ENSG00000223280.1,snRNA,RNU6-57P
ENSG00000224018,ENSG00000224018.1,lincRNA,AP000470.2
ENSG00000266489,ENSG00000266489.1,lincRNA,RP11-178F10.3
ENSG00000214222,ENSG00000214222.2,pseudogene,TUBBP2
ENSG00000224832,ENSG00000224832.1,lincRNA,AP000469.2
ENSG00000266181,ENSG00000266181.1,pseudogene,RP11-178F10.4
ENSG00000205240,ENSG00000205240.3,pseudogene,OR7E36P
ENSG00000237484,ENSG00000237484.5,lincRNA,AP000476.1
ENSG00000265485,ENSG00000265485.1,lincRNA,RP11-449D8.1
ENSG00000234655,ENSG00000234655.2,pseudogene,OR7E155P
ENSG00000263553,ENSG00000263553.1,lincRNA,RP11-449D8.2
ENSG00000266520,ENSG00000266520.1,pseudogene,RAC1P1
ENSG00000215480,ENSG00000215480.3,pseudogene,OR7E37P
ENSG00000266809,ENSG00000266809.1,pseudogene,RP11-449D8.3
ENSG00000263907,ENSG00000263907.1,miRNA,AL354833.1
ENSG00000266573,ENSG00000266573.1,lincRNA,RP11-449D8.5
ENSG00000263928,ENSG00000263928.1,miRNA,AL354833.2
ENSG00000264042,ENSG00000264042.1,miRNA,AL354833.3
ENSG00000264190,ENSG00000264190.1,miRNA,MIR5006
ENSG00000241406,ENSG00000241406.2,misc_RNA,RN7SL515P
ENSG00000206962,ENSG00000206962.1,snRNA,RNU6-74P
ENSG00000264345,ENSG00000264345.1,lincRNA,RP11-958F21.1
ENSG00000229696,ENSG00000229696.1,pseudogene,KARSP1
ENSG00000229248,ENSG00000229248.1,pseudogene,WBP2P1
ENSG00000226093,ENSG00000226093.1,pseudogene,RPS28P8
ENSG00000231530,ENSG00000231530.1,antisense,RP11-187A9.3
ENSG00000265552,ENSG00000265552.1,lincRNA,RP11-958F21.3
ENSG00000237263,ENSG00000237263.1,pseudogene,MAPK6PS3
ENSG00000264434,ENSG00000264434.1,antisense,CTD-2006O16.2
ENSG00000265679,ENSG00000265679.1,miRNA,AL139328.1
ENSG00000242216,ENSG00000242216.2,misc_RNA,RN7SL97P
ENSG00000270809,ENSG00000270809.1,pseudogene,CHCHD2P11
ENSG00000264193,ENSG00000264193.1,pseudogene,RP11-737G21.1
ENSG00000234213,ENSG00000234213.1,pseudogene,FHP1
ENSG00000243925,ENSG00000243925.1,pseudogene,RPS24P18
ENSG00000260703,ENSG00000260703.1,protein_coding,TTC25
ENSG00000233259,ENSG00000233259.3,pseudogene,FABP3P2
ENSG00000188985,ENSG00000188985.5,pseudogene,DHFRP1
ENSG00000271216,ENSG00000271216.1,lincRNA,LINC01050
ENSG00000229546,ENSG00000229546.1,lincRNA,LINC00428
ENSG00000266227,ENSG00000266227.1,pseudogene,NPM1P2
ENSG00000238025,ENSG00000238025.1,pseudogene,ZDHHC4P1
ENSG00000256715,ENSG00000256715.1,protein_coding,AL050302.1
ENSG00000263829,ENSG00000263829.1,pseudogene,FAM60BP
ENSG00000229928,ENSG00000229928.1,lincRNA,LINC00400
ENSG00000232540,ENSG00000232540.1,pseudogene,RPL36P19
ENSG00000266237,ENSG00000266237.1,sense_intronic,RP11-25D3.1
ENSG00000238189,ENSG00000238189.1,lincRNA,ENOX1-AS2
ENSG00000252921,ENSG00000252921.1,snoRNA,U3
ENSG00000233821,ENSG00000233821.1,lincRNA,ENOX1-AS1
ENSG00000264911,ENSG00000264911.1,pseudogene,RP11-107K17.2
ENSG00000270522,ENSG00000270522.1,lincRNA,RP11-168P13.1
ENSG00000207160,ENSG00000207160.1,snRNA,RNU6-1289P
ENSG00000263862,ENSG00000263862.1,lincRNA,RP11-107K17.1
ENSG00000166351,ENSG00000166351.6,protein_coding,POTED
ENSG00000252846,ENSG00000252846.1,miRNA,AC090206.1
ENSG00000233725,ENSG00000233725.3,lincRNA,LINC00284
ENSG00000263846,ENSG00000263846.1,pseudogene,CIAPIN1P
ENSG00000260283,ENSG00000260283.1,protein_coding,CNP
ENSG00000269011,ENSG00000269011.1,protein_coding,AL050303.1
ENSG00000260372,ENSG00000260372.2,antisense,AQP4-AS1
ENSG00000179611,ENSG00000179611.2,pseudogene,DGKZP1
ENSG00000168675,ENSG00000168675.14,protein_coding,LDLRAD4
ENSG00000226519,ENSG00000226519.1,lincRNA,LINC00390
ENSG00000227258,ENSG00000227258.1,antisense,SMIM2-AS1
ENSG00000265369,ENSG00000265369.2,lincRNA,U3
ENSG00000235285,ENSG00000235285.1,sense_intronic,SMIM2-IT1
ENSG00000263677,ENSG00000263677.1,lincRNA,RP11-17A19.2
ENSG00000230731,ENSG00000230731.2,lincRNA,RP11-478K15.6
ENSG00000263382,ENSG00000263382.1,lincRNA,RP11-552O4.1
ENSG00000237361,ENSG00000237361.2,lincRNA,LINC01071
ENSG00000266184,ENSG00000266184.1,pseudogene,RP11-552O4.2
ENSG00000266549,ENSG00000266549.1,pseudogene,RP11-526I8.2
ENSG00000225727,ENSG00000225727.2,pseudogene,RP11-71C5.2
ENSG00000265374,ENSG00000265374.1,lincRNA,RP11-57J16.1
ENSG00000262684,ENSG00000262684.2,protein_coding,DNAJC7
ENSG00000230793,ENSG00000230793.1,pseudogene,SMARCE1P5
ENSG00000188992,ENSG00000188992.7,protein_coding,LIPI
ENSG00000238932,ENSG00000238932.1,snoRNA,snoU13
ENSG00000237585,ENSG00000237585.1,lincRNA,LINC00407
ENSG00000235097,ENSG00000235097.1,lincRNA,LINC00330
ENSG00000223732,ENSG00000223732.2,lincRNA,RP11-321C24.1
ENSG00000265802,ENSG00000265802.1,misc_RNA,RN7SL49P
ENSG00000223341,ENSG00000223341.1,misc_RNA,RN7SKP3
ENSG00000271818,ENSG00000271818.1,misc_RNA,7SK
ENSG00000252055,ENSG00000252055.1,snRNA,RNU6-69P
ENSG00000270381,ENSG00000270381.1,pseudogene,RP11-290D2.5
ENSG00000221163,ENSG00000221163.1,miRNA,AL138963.1
ENSG00000253051,ENSG00000253051.1,snoRNA,SNORA31
ENSG00000199477,ENSG00000199477.1,snoRNA,SNORA31
ENSG00000273149,ENSG00000273149.1,antisense,RP11-290D2.6
ENSG00000185272,ENSG00000185272.9,protein_coding,RBM11
ENSG00000182974,ENSG00000182974.2,protein_coding,OR4M2
ENSG00000226983,ENSG00000226983.2,lincRNA,AP000235.2
ENSG00000260770,ENSG00000260770.2,protein_coding,NKIRAS2
ENSG00000183706,ENSG00000183706.4,protein_coding,OR4N4
ENSG00000170919,ENSG00000170919.11,antisense,TPT1-AS1
ENSG00000227090,ENSG00000227090.1,lincRNA,AP000402.3
ENSG00000230379,ENSG00000230379.1,lincRNA,AP000146.2
ENSG00000270505,ENSG00000270505.1,IG_V_gene,IGHV1OR15-1
ENSG00000269182,ENSG00000269182.1,protein_coding,AC010760.1
ENSG00000259261,ENSG00000259261.2,IG_V_gene,IGHV4OR15-8
ENSG00000237444,ENSG00000237444.1,pseudogene,AP001342.1
ENSG00000244278,ENSG00000244278.1,lincRNA,AP000235.3
ENSG00000155304,ENSG00000155304.4,protein_coding,HSPA13
ENSG00000260320,ENSG00000260320.1,protein_coding,ZNF385C
ENSG00000228886,ENSG00000228886.1,lincRNA,RP11-290D2.3
ENSG00000214455,ENSG00000214455.3,pseudogene,RCN1P2
ENSG00000251015,ENSG00000251015.1,lincRNA,SLC25A30-AS1
ENSG00000229303,ENSG00000229303.1,pseudogene,PPIAP25
ENSG00000200709,ENSG00000200709.1,rRNA,RNA5SP27
ENSG00000197414,ENSG00000197414.8,protein_coding,GOLGA6L1
ENSG00000232786,ENSG00000232786.1,pseudogene,TIMM9P3
ENSG00000228869,ENSG00000228869.1,pseudogene,COX4I1P2
ENSG00000235366,ENSG00000235366.1,antisense,LINC01055
ENSG00000232512,ENSG00000232512.2,lincRNA,7SK
ENSG00000237876,ENSG00000237876.1,pseudogene,AKR1B1P4
ENSG00000260178,ENSG00000260178.1,protein_coding,DHX58
ENSG00000223870,ENSG00000223870.1,lincRNA,AP000233.3
ENSG00000235903,ENSG00000235903.3,antisense,CPB2-AS1
ENSG00000222042,ENSG00000222042.1,lincRNA,AP000233.4
ENSG00000238627,ENSG00000238627.1,rRNA,RNA5SP489
ENSG00000240767,ENSG00000240767.2,misc_RNA,RN7SL288P
ENSG00000238483,ENSG00000238483.1,snoRNA,snoU13
ENSG00000252854,ENSG00000252854.1,misc_RNA,RN7SKP5
ENSG00000251106,ENSG00000251106.1,pseudogene,FAM206BP
ENSG00000261097,ENSG00000261097.1,lincRNA,LINC00563
ENSG00000223336,ENSG00000223336.1,snRNA,RNU2-6P
ENSG00000252385,ENSG00000252385.1,snRNA,RNU6-68P
ENSG00000166200,ENSG00000166200.10,protein_coding,COPS2
ENSG00000155307,ENSG00000155307.13,protein_coding,SAMSN1
ENSG00000241353,ENSG00000241353.2,pseudogene,PPP1R2P4
ENSG00000259958,ENSG00000259958.1,protein_coding,KAT2A
ENSG00000243440,ENSG00000243440.2,protein_coding,AF165138.7
ENSG00000231817,ENSG00000231817.3,lincRNA,RP11-189B4.6
ENSG00000227019,ENSG00000227019.2,pseudogene,OR7E101P
ENSG00000205105,ENSG00000205105.5,pseudogene,COX17P1
ENSG00000260325,ENSG00000260325.1,protein_coding,HSPB9
ENSG00000230243,ENSG00000230243.1,pseudogene,FKBP1AP3
ENSG00000224517,ENSG00000224517.2,antisense,HTR2A-AS1
ENSG00000234590,ENSG00000234590.1,pseudogene,GNG5P5
ENSG00000244521,ENSG00000244521.2,misc_RNA,RN7SL700P
ENSG00000234145,ENSG00000234145.1,pseudogene,NAP1L4P3
ENSG00000229423,ENSG00000229423.2,pseudogene,RPL27AP8
ENSG00000261378,ENSG00000261378.1,protein_coding,RAB5C
ENSG00000228573,ENSG00000228573.1,lincRNA,RP11-279N8.1
ENSG00000153575,ENSG00000153575.6,protein_coding,TUBGCP5
ENSG00000234689,ENSG00000234689.1,lincRNA,LINC00444
ENSG00000260388,ENSG00000260388.1,lincRNA,LINC00562
ENSG00000227848,ENSG00000227848.1,antisense,SUCLA2-AS1
ENSG00000263172,ENSG00000263172.1,rRNA,5S_rRNA
ENSG00000229111,ENSG00000229111.1,antisense,MED4-AS1
ENSG00000262688,ENSG00000262688.2,misc_RNA,Metazoa_SRP
ENSG00000266571,ENSG00000266571.1,misc_RNA,Metazoa_SRP
ENSG00000224510,ENSG00000224510.2,pseudogene,POLR2KP2
ENSG00000260752,ENSG00000260752.1,sense_overlapping,RP11-156E6.1
ENSG00000231473,ENSG00000231473.2,lincRNA,LINC00441
ENSG00000264151,ENSG00000264151.1,lincRNA,RP11-739N10.1
ENSG00000238086,ENSG00000238086.4,pseudogene,PPP1R26P1
ENSG00000177197,ENSG00000177197.7,pseudogene,PCNPP5
ENSG00000233456,ENSG00000233456.1,lincRNA,LINC01077
ENSG00000180530,ENSG00000180530.5,protein_coding,NRIP1
ENSG00000233610,ENSG00000233610.1,lincRNA,LINC00462
ENSG00000264790,ENSG00000264790.1,lincRNA,RP11-26N15.2
ENSG00000222391,ENSG00000222391.1,miRNA,AL137118.1
ENSG00000225131,ENSG00000225131.1,pseudogene,PSME2P2
ENSG00000244329,ENSG00000244329.1,pseudogene,UBA52P9
ENSG00000265585,ENSG00000265585.1,miRNA,AL161421.1
ENSG00000201662,ENSG00000201662.1,snRNA,RNU6-60P
ENSG00000263611,ENSG00000263611.1,lincRNA,RP11-612A1.1
ENSG00000223724,ENSG00000223724.1,pseudogene,RAD17P2
ENSG00000265097,ENSG00000265097.1,pseudogene,RBM22P1
ENSG00000199788,ENSG00000199788.1,misc_RNA,RNY3P2
ENSG00000235957,ENSG00000235957.1,pseudogene,COX7CP1
ENSG00000263405,ENSG00000263405.1,pseudogene,PA2G4P3
ENSG00000231665,ENSG00000231665.1,pseudogene,OGFOD1P1
ENSG00000227279,ENSG00000227279.1,antisense,AC015933.2
ENSG00000236577,ENSG00000236577.1,pseudogene,SNRPGP14
ENSG00000137824,ENSG00000137824.11,protein_coding,RMDN3
ENSG00000266296,ENSG00000266296.1,pseudogene,ARIH2P1
ENSG00000176882,ENSG00000176882.4,pseudogene,RP11-432M24.4
ENSG00000261371,ENSG00000261371.1,protein_coding,PECAM1
ENSG00000265994,ENSG00000265994.1,lincRNA,RP11-510D21.1
ENSG00000203547,ENSG00000203547.1,pseudogene,AL135901.1
ENSG00000271238,ENSG00000271238.1,pseudogene,RP11-510D21.2
ENSG00000222148,ENSG00000222148.1,misc_RNA,RNY4P30
ENSG00000181358,ENSG00000181358.3,pseudogene,CTAGE10P
ENSG00000251719,ENSG00000251719.1,snRNA,RNU6-408P
ENSG00000265730,ENSG00000265730.1,miRNA,AC090349.1
ENSG00000200064,ENSG00000200064.1,misc_RNA,RNY4P9
ENSG00000212085,ENSG00000212085.2,miRNA,AC105245.1
ENSG00000264526,ENSG00000264526.1,miRNA,AL136123.1
ENSG00000264864,ENSG00000264864.1,miRNA,MIR3613
ENSG00000266479,ENSG00000266479.1,pseudogene,CTD-2515C13.1
ENSG00000259458,ENSG00000259458.1,protein_coding,RP11-625H11.1
ENSG00000265980,ENSG00000265980.1,lincRNA,CTD-2515C13.2
ENSG00000221731,ENSG00000221731.1,miRNA,AC091321.1
ENSG00000264587,ENSG00000264587.1,lincRNA,RP11-784B15.1
ENSG00000266196,ENSG00000266196.1,lincRNA,RP11-675P14.1
ENSG00000265670,ENSG00000265670.1,lincRNA,RP11-25I11.1
ENSG00000251702,ENSG00000251702.1,snRNA,RNU6-857P
ENSG00000261521,ENSG00000261521.1,lincRNA,RP11-408H20.1
ENSG00000231607,ENSG00000231607.4,processed_transcript,DLEU2
ENSG00000238376,ENSG00000238376.1,snoRNA,snoU13
ENSG00000238660,ENSG00000238660.1,miRNA,AP001340.1
ENSG00000265888,ENSG00000265888.1,antisense,RP11-408H20.2
ENSG00000213885,ENSG00000213885.3,pseudogene,RPL13AP7
ENSG00000263698,ENSG00000263698.1,antisense,RP11-408H20.3
ENSG00000185433,ENSG00000185433.4,lincRNA,LINC00158
ENSG00000266729,ENSG00000266729.1,antisense,RP11-534N16.1
ENSG00000238314,ENSG00000238314.1,snoRNA,snoU13
ENSG00000229962,ENSG00000229962.1,lincRNA,AP000221.1
ENSG00000208006,ENSG00000208006.1,miRNA,MIR16-1
ENSG00000207019,ENSG00000207019.1,snRNA,RNU6-167P
ENSG00000214359,ENSG00000214359.3,pseudogene,RPL18P10
ENSG00000234883,ENSG00000234883.2,lincRNA,MIR155HG
ENSG00000207240,ENSG00000207240.1,misc_RNA,Y_RNA
ENSG00000266521,ENSG00000266521.1,lincRNA,RP11-650P15.1
ENSG00000232150,ENSG00000232150.3,pseudogene,ST13P4
ENSG00000260583,ENSG00000260583.1,antisense,LINC00515
ENSG00000264859,ENSG00000264859.1,antisense,RP11-75N4.2
ENSG00000237731,ENSG00000237731.1,pseudogene,RNGTTP1
ENSG00000223676,ENSG00000223676.1,pseudogene,RPL34P26
ENSG00000227054,ENSG00000227054.1,pseudogene,FDX1P2
ENSG00000263304,ENSG00000263304.2,protein_coding,MILR1
ENSG00000252379,ENSG00000252379.1,snRNA,RNU6-1002P
ENSG00000221198,ENSG00000221198.2,miRNA,AL138696.1
ENSG00000235514,ENSG00000235514.1,pseudogene,AP000226.9
ENSG00000229323,ENSG00000229323.1,lincRNA,RP11-175B12.2
ENSG00000259985,ENSG00000259985.1,antisense,RP11-549B18.1
ENSG00000200472,ENSG00000200472.1,misc_RNA,RN7SKP44
ENSG00000137880,ENSG00000137880.4,protein_coding,GCHFR
ENSG00000265158,ENSG00000265158.1,pseudogene,LRRC37A7P
ENSG00000233783,ENSG00000233783.3,processed_transcript,AP001442.2
ENSG00000263772,ENSG00000263772.1,pseudogene,RP11-549B18.3
ENSG00000237152,ENSG00000237152.2,antisense,DLEU7-AS1
ENSG00000251972,ENSG00000251972.1,snRNA,RNU6-123P
ENSG00000263924,ENSG00000263924.1,antisense,RP11-210K20.2
ENSG00000200711,ENSG00000200711.1,rRNA,RNA5SP28
ENSG00000224541,ENSG00000224541.1,antisense,AP001439.2
ENSG00000270518,ENSG00000270518.1,pseudogene,RP11-210K20.3
ENSG00000270879,ENSG00000270879.1,pseudogene,RP11-210K20.4
ENSG00000273492,ENSG00000273492.1,lincRNA,AP000230.1
ENSG00000222320,ENSG00000222320.1,snRNA,RNU6-1050P
ENSG00000233672,ENSG00000233672.2,antisense,RNASEH2B-AS1
ENSG00000263823,ENSG00000263823.1,antisense,RP11-326K13.4
ENSG00000206802,ENSG00000206802.1,snRNA,RNU6-926P
ENSG00000265273,ENSG00000265273.1,pseudogene,PGDP1
ENSG00000229025,ENSG00000229025.1,lincRNA,AP001595.1
ENSG00000266105,ENSG00000266105.1,pseudogene,RP11-326K13.2
ENSG00000232692,ENSG00000232692.1,antisense,AP001596.6
ENSG00000263917,ENSG00000263917.1,processed_transcript,RP11-53I6.2
ENSG00000265063,ENSG00000265063.1,miRNA,AC009831.1
ENSG00000214917,ENSG00000214917.3,pseudogene,RP11-53I6.1
ENSG00000265008,ENSG00000265008.1,antisense,RP11-53I6.3
ENSG00000238982,ENSG00000238982.1,snoRNA,snoU13
ENSG00000262917,ENSG00000262917.2,protein_coding,POLG2
ENSG00000263393,ENSG00000263393.1,antisense,RP11-53I6.4
ENSG00000199373,ENSG00000199373.1,rRNA,RNA5SP453
ENSG00000265279,ENSG00000265279.1,pseudogene,RP11-53I6.5
ENSG00000263904,ENSG00000263904.1,sense_intronic,RP11-344B2.3
ENSG00000222395,ENSG00000222395.1,misc_RNA,Y_RNA
ENSG00000264982,ENSG00000264982.1,antisense,RP11-344B2.2
ENSG00000215492,ENSG00000215492.5,pseudogene,HNRNPA1P7
ENSG00000260389,ENSG00000260389.1,pseudogene,WBP11P1
ENSG00000104129,ENSG00000104129.5,protein_coding,DNAJC17
ENSG00000221621,ENSG00000221621.1,miRNA,AC009835.1
ENSG00000177150,ENSG00000177150.8,protein_coding,FAM210A
ENSG00000263688,ENSG00000263688.1,lincRNA,RP11-386P4.1
ENSG00000123201,ENSG00000123201.10,pseudogene,GUCY1B2
ENSG00000155313,ENSG00000155313.11,protein_coding,USP25
ENSG00000197934,ENSG00000197934.4,antisense,AP001597.1
ENSG00000273115,ENSG00000273115.1,lincRNA,KB-1466C5.1
ENSG00000223563,ENSG00000223563.1,antisense,AP001601.2
ENSG00000266133,ENSG00000266133.1,miRNA,MIR4759
ENSG00000215326,ENSG00000215326.3,pseudogene,GPX1P2
ENSG00000231236,ENSG00000231236.2,lincRNA,AP001604.3
ENSG00000236332,ENSG00000236332.1,lincRNA,AP001605.4
ENSG00000222920,ENSG00000222920.1,rRNA,RNA5SP29
ENSG00000226792,ENSG00000226792.2,lincRNA,LINC00371
ENSG00000214878,ENSG00000214878.2,pseudogene,RPL5P31
ENSG00000271242,ENSG00000271242.1,pseudogene,SLMO2P2
ENSG00000263077,ENSG00000263077.2,protein_coding,DDX5
ENSG00000266072,ENSG00000266072.1,miRNA,MIR5693
ENSG00000269965,ENSG00000269965.1,sense_intronic,RP11-24B19.4
ENSG00000270101,ENSG00000270101.1,sense_intronic,RP11-24B19.3
ENSG00000101638,ENSG00000101638.9,protein_coding,ST8SIA5
ENSG00000236778,ENSG00000236778.3,antisense,INTS6-AS1
ENSG00000232560,ENSG00000232560.2,protein_coding,C21orf37
ENSG00000265146,ENSG00000265146.1,miRNA,MIR4752
ENSG00000262931,ENSG00000262931.1,snRNA,U6
ENSG00000224892,ENSG00000224892.2,pseudogene,RPS4XP16
ENSG00000243900,ENSG00000243900.2,misc_RNA,RN7SL320P
ENSG00000229906,ENSG00000229906.1,pseudogene,SNRPGP11
ENSG00000266611,ENSG00000266611.1,miRNA,MIR4703
ENSG00000263046,ENSG00000263046.2,protein_coding,CEP95
ENSG00000252141,ENSG00000252141.1,snRNA,RNU6-65P
ENSG00000206920,ENSG00000206920.1,misc_RNA,RNY1P6
ENSG00000242893,ENSG00000242893.2,misc_RNA,RN7SL413P
ENSG00000224451,ENSG00000224451.2,pseudogene,ATP5F1P1
ENSG00000231856,ENSG00000231856.1,antisense,RP11-327P2.5
ENSG00000232872,ENSG00000232872.2,pseudogene,CTAGE3P
ENSG00000236044,ENSG00000236044.1,pseudogene,FABP5P2
ENSG00000261138,ENSG00000261138.1,pseudogene,AC016489.1
ENSG00000217576,ENSG00000217576.7,processed_transcript,RP11-248G5.8
ENSG00000239823,ENSG00000239823.2,misc_RNA,Y_RNA
ENSG00000265031,ENSG00000265031.1,miRNA,hsa-mir-1273e
ENSG00000266804,ENSG00000266804.1,miRNA,AC234063.1
ENSG00000261387,ENSG00000261387.1,pseudogene,AC138744.2
ENSG00000265387,ENSG00000265387.1,miRNA,MIR3064
ENSG00000154639,ENSG00000154639.14,protein_coding,CXADR
ENSG00000265492,ENSG00000265492.1,miRNA,MIR5047
ENSG00000263516,ENSG00000263516.1,miRNA,AC009994.1
ENSG00000243406,ENSG00000243406.2,pseudogene,MRPS31P5
ENSG00000101654,ENSG00000101654.13,protein_coding,RNMT
ENSG00000261074,ENSG00000261074.1,protein_coding,QSOX2
ENSG00000078043,ENSG00000078043.11,protein_coding,PIAS2
ENSG00000272281,ENSG00000272281.2,pseudogene,TPTE2P2
ENSG00000156958,ENSG00000156958.10,protein_coding,GALK2
ENSG00000260220,ENSG00000260220.1,protein_coding,WI2-2610K16.1
ENSG00000266342,ENSG00000266342.1,lincRNA,WI2-1959D15.1
ENSG00000154640,ENSG00000154640.10,protein_coding,BTG3
ENSG00000233300,ENSG00000233300.1,pseudogene,EIF4A1P1
ENSG00000271236,ENSG00000271236.1,pseudogene,SUMO2P15
ENSG00000217026,ENSG00000217026.3,pseudogene,RPL10P1
ENSG00000219592,ENSG00000219592.2,pseudogene,NCSTNP1
ENSG00000234052,ENSG00000234052.1,lincRNA,AP001607.1
ENSG00000261183,ENSG00000261183.1,antisense,RP11-532F12.5
ENSG00000188277,ENSG00000188277.8,protein_coding,C15orf62
ENSG00000249139,ENSG00000249139.1,protein_coding,EPPIN-WFDC6
ENSG00000225298,ENSG00000225298.1,lincRNA,LINC00113
ENSG00000264256,ENSG00000264256.1,miRNA,AC025166.1
ENSG00000260587,ENSG00000260587.1,protein_coding,DOCK3
ENSG00000251161,ENSG00000251161.2,lincRNA,RP11-540O11.1
ENSG00000234083,ENSG00000234083.1,lincRNA,AJ006995.3
ENSG00000259405,ENSG00000259405.1,pseudogene,ISCA1P4
ENSG00000178457,ENSG00000178457.3,lincRNA,LINC00314
ENSG00000259617,ENSG00000259617.1,antisense,RP11-540O11.6
ENSG00000259463,ENSG00000259463.1,antisense,RP11-540O11.7
ENSG00000232079,ENSG00000232079.2,processed_transcript,AL035610.1
ENSG00000259521,ENSG00000259521.1,antisense,RP11-540O11.4
ENSG00000259880,ENSG00000259880.1,protein_coding,MANF
ENSG00000259547,ENSG00000259547.1,pseudogene,CYCSP2
ENSG00000158901,ENSG00000158901.7,protein_coding,WFDC8
ENSG00000140416,ENSG00000140416.15,protein_coding,TPM1
ENSG00000157021,ENSG00000157021.9,pseudogene,FAM92A1P1
ENSG00000240847,ENSG00000240847.2,misc_RNA,RN7SL497P
ENSG00000259956,ENSG00000259956.1,protein_coding,RBM15B
ENSG00000180205,ENSG00000180205.3,protein_coding,WFDC9
ENSG00000154642,ENSG00000154642.6,protein_coding,C21orf91
ENSG00000247556,ENSG00000247556.2,processed_transcript,OIP5-AS1
ENSG00000260383,ENSG00000260383.1,protein_coding,MROH1
